name,form,dose
ALLER-FEX,Tablet,180 MG
ALLER-FLO,SPRAY SUSP,50 MCG
ALLER-G-TIME,Capsule,25 MG
ALLER-G-TIME,Capsule,50 MG
ALLER-G-TIME,Tablet,25 MG
ALLER-TEC,Tablet,10 MG
ALLER-TEC D,Tablet ER 12H,5 MG-120MG
ALLERCLEAR,Tablet,10 MG
ALLERCLEAR D-12HR,Tablet ER 12H,5 MG-120MG
ALLOPURINOL,Tablet,100 MG
ALLOPURINOL,Tablet,300 MG
ALLOPURINOL,Tablet,200 MG
ALLOPURINOL SODIUM,VIAL,500 MG
ALLZITAL,Tablet,50MG-325MG
ALLZITAL,Tablet,50MG-300MG
ALLZITAL,Tablet,25MG-325MG
ALLZITAL,Capsule,50MG-300MG
ALMACONE-2,Oral Suspension,400-400-40
ALMOTRIPTAN MALATE,Tablet,12.5 MG
ALMOTRIPTAN MALATE,Tablet,6.25 MG
ALOCANE EMERGENCY BURN,GEL (ML),4 %
ALOCANE EMERGENCY BURN,MED. PAD,4 %
ALOCANE EMERGENCY BURN,SPRAY,4 %
ALOCRIL,Drops,2 %
ALOE BURN RELIEF,SPRAY,0.5 %
ALOE VERA BURN RELIEF,SPRAY,0.5 %
ALOGLIPTIN,Tablet,25 MG
ALOGLIPTIN,Tablet,12.5 MG
ALOGLIPTIN,Tablet,6.25 MG
ALOGLIPTIN-METFORMIN,Tablet,12.5-1000
ALOGLIPTIN-METFORMIN,Tablet,12.5-500MG
ALOGLIPTIN-PIOGLITAZONE,Tablet,25 MG-30MG
ALOGLIPTIN-PIOGLITAZONE,Tablet,25 MG-45MG
ALOGLIPTIN-PIOGLITAZONE,Tablet,25 MG-15MG
ALOGLIPTIN-PIOGLITAZONE,Tablet,12.5-30 MG
ALOGLIPTIN-PIOGLITAZONE,Tablet,12.5-15 MG
ALOGLIPTIN-PIOGLITAZONE,Tablet,12.5-45 MG
ALOMIDE,Drops,0.1 %
ALOPHEN PILLS,TABLET DR,5 MG
ALOPRIM,VIAL,500 MG
ALOSETRON HCL,Tablet,0.5 MG
ALOSETRON HCL,Tablet,1 MG
ALPHAGAN P,Drops,0.1 %
ALPHAGAN P,Drops,0.15 %
ALPHANATE,VIAL,250 (100)
ALPHANATE,VIAL,500 (200)
ALPHANATE,VIAL,1000 (400)
ALPHANATE,VIAL,1500 (600)
ALPHANATE,VIAL,2000 (800)
ALPHANINE SD,VIAL,500 (+/-)
ALPHANINE SD,VIAL,1000 (+/-)
ALPHANINE SD,VIAL,1500 (+/-)
ALPRAZOLAM,Tablet,0.5 MG
ALPRAZOLAM,Tablet,1 MG
ALPRAZOLAM,Tablet,0.25 MG
ALPRAZOLAM,Tablet,2 MG
ALPRAZOLAM ER,Tablet ER 24H,1 MG
ALPRAZOLAM ER,Tablet ER 24H,0.5 MG
ALPRAZOLAM ER,Tablet ER 24H,2 MG
ALPRAZOLAM ER,Tablet ER 24H,3 MG
ALPRAZOLAM INTENSOL,ORAL CONC,1 MG/ML
ALPRAZOLAM ODT,TAB RAPDIS,0.5 MG
ALPRAZOLAM ODT,TAB RAPDIS,0.25 MG
ALPRAZOLAM ODT,TAB RAPDIS,1 MG
ALPRAZOLAM ODT,TAB RAPDIS,2 MG
ALPRAZOLAM XR,Tablet ER 24H,1 MG
ALPRAZOLAM XR,Tablet ER 24H,0.5 MG
ALPRAZOLAM XR,Tablet ER 24H,2 MG
ALPRAZOLAM XR,Tablet ER 24H,3 MG
ALPROLIX,VIAL,500 UNIT
ALPROLIX,VIAL,1000 UNIT
ALPROLIX,VIAL,2000 UNIT
ALPROLIX,VIAL,3000 UNIT
ALPROLIX,VIAL,250 UNIT
ALPROLIX,VIAL,4000 UNIT
ALPROSTADIL,VIAL,500 MCG/ML
ALREX,Eye Dropper,0.2 %
ALTABAX,Ointment,1 %
ALTACAINE,Drops,0.5 %
ALTACE,Capsule,10 MG
ALTACE,Capsule,5 MG
ALTACE,Capsule,2.5 MG
ALTACE,Capsule,1.25 MG
ALTACHLORE,Ointment,5 %
ALTACHLORE,Drops,5 %
ALTAVERA,Tablet,0.15-0.03
ALTAZINE,Drops,0.05 %
ALTOPREV,Tablet ER 24H,20 MG
ALTOPREV,Tablet ER 24H,60 MG
ALTOPREV,Tablet ER 24H,40 MG
ALTRENO,Lotion,0.05 %
ALUM-MAG HYDROXIDE-SIMETHICONE,Oral Suspension,200-200-20
ALUM-MAG HYDROXIDE-SIMETHICONE,Oral Suspension,400-400-40
ALUMINUM HYDROXIDE,Oral Suspension,320 MG/5ML
ALUNBRIG,Tablet,30 MG
ALUNBRIG,Tablet,90 MG
ALUNBRIG,Tablet,180 MG
ALUNBRIG,TAB DS PK,90MG-180MG
ALVESCO,HFA AER AD,160 MCG
ALVESCO,HFA AER AD,80 MCG
ALVIMOPAN,Capsule,12 MG
ALYACEN,Tablet,1 MG-35MCG
ALYACEN,Tablet,7 DAYS X 3
ALYMSYS,VIAL,25 MG/ML
ALYQ,Tablet,20 MG
AMABELZ,Tablet,1 MG-0.5MG
AMABELZ,Tablet,0.5-0.1 MG
AMANTADINE,Tablet,100 MG
AMANTADINE,Capsule,100 MG
AMANTADINE,Solution,50 MG/5 ML
AMARYL,Tablet,2 MG
AMARYL,Tablet,4 MG
AMARYL,Tablet,1 MG
AMBIEN,Tablet,10 MG
AMBIEN,Tablet,5 MG
AMBIEN,Subligual Tab,3.5 MG
AMBIEN,Subligual Tab,1.75 MG
AMBIEN CR,TAB MPHASE,12.5 MG
AMBIEN CR,TAB MPHASE,6.25 MG
AMBISOME,VIAL,50 MG
AMBRISENTAN,Tablet,5 MG
AMBRISENTAN,Tablet,10 MG
AMELUZ,Gel,10 %
AMERICAINE,Ointment,20 %
AMETHIA,TBDSPK 3MO,150-30(84)
AMETHYST,Tablet,90-20 MCG
AMICAR,Solution,250 MG/ML
AMICAR,Tablet,500 MG
AMICAR,Tablet,1000 MG
AMICAR,VIAL,250 MG/ML
AMIDATE,AMPUL,2 MG/ML
AMIDATE,VIAL,2 MG/ML
AMIKACIN SULFATE,VIAL,500 MG/2ML
AMIKACIN SULFATE,VIAL,1000MG/4ML
AMILORIDE HCL,Tablet,5 MG
AMILORIDE-HYDROCHLOROTHIAZIDE,Tablet,5 MG-50 MG
AMINOACETIC ACID,IRRIG SOLN,1.5 %
AMINOCAPROIC ACID,Solution,250 MG/ML
AMINOCAPROIC ACID,Tablet,500 MG
AMINOCAPROIC ACID,Tablet,1000 MG
AMINOCAPROIC ACID,VIAL,250 MG/ML
AMINOPHYLLINE,AMPUL,500MG/20ML
AMINOPHYLLINE,VIAL,250MG/10ML
AMINOPHYLLINE,VIAL,500MG/20ML
AMIODARONE HCL,Tablet,200 MG
AMIODARONE HCL,Tablet,400 MG
AMIODARONE HCL,Tablet,100 MG
AMIODARONE HCL,VIAL,50 MG/ML
AMIODARONE HCL,Syringe,150 MG/3ML
AMITIZA,Capsule,24MCG
AMITIZA,Capsule,8 MCG
AMITRIPTYLINE HCL,Tablet,25 MG
AMITRIPTYLINE HCL,Tablet,10 MG
AMITRIPTYLINE HCL,Tablet,50 MG
AMITRIPTYLINE HCL,Tablet,75 MG
AMITRIPTYLINE HCL,Tablet,100 MG
AMITRIPTYLINE HCL,Tablet,150 MG
AMLODIPINE BESYLATE,Tablet,5 MG
AMLODIPINE BESYLATE,Tablet,10 MG
AMLODIPINE BESYLATE,Tablet,2.5 MG
AMLODIPINE BESYLATE-BENAZEPRIL,Capsule,10 MG-20MG
AMLODIPINE BESYLATE-BENAZEPRIL,Capsule,5 MG-20 MG
AMLODIPINE BESYLATE-BENAZEPRIL,Capsule,10 MG-40MG
AMLODIPINE BESYLATE-BENAZEPRIL,Capsule,5 MG-10 MG
AMLODIPINE BESYLATE-BENAZEPRIL,Capsule,5 MG-40 MG
AMLODIPINE BESYLATE-BENAZEPRIL,Capsule,2.5MG-10MG
AMLODIPINE-ATORVASTATIN,Tablet,5 MG-10 MG
AMLODIPINE-ATORVASTATIN,Tablet,10 MG-20MG
AMLODIPINE-ATORVASTATIN,Tablet,5 MG-20 MG
AMLODIPINE-ATORVASTATIN,Tablet,10 MG-10MG
AMLODIPINE-ATORVASTATIN,Tablet,10 MG-40MG
AMLODIPINE-ATORVASTATIN,Tablet,10 MG-80MG
AMLODIPINE-ATORVASTATIN,Tablet,5 MG-40 MG
AMLODIPINE-ATORVASTATIN,Tablet,2.5MG-10MG
AMLODIPINE-ATORVASTATIN,Tablet,5 MG-80 MG
AMLODIPINE-ATORVASTATIN,Tablet,2.5MG-20MG
AMLODIPINE-ATORVASTATIN,Tablet,2.5MG-40MG
AMLODIPINE-OLMESARTAN,Tablet,5 MG-40 MG
AMLODIPINE-OLMESARTAN,Tablet,10 MG-40MG
AMLODIPINE-OLMESARTAN,Tablet,5 MG-20 MG
AMLODIPINE-OLMESARTAN,Tablet,10 MG-20MG
AMLODIPINE-VALSARTAN,Tablet,5 MG-160MG
AMLODIPINE-VALSARTAN,Tablet,10MG-320MG
AMLODIPINE-VALSARTAN,Tablet,10MG-160MG
AMLODIPINE-VALSARTAN,Tablet,5 MG-320MG
AMLODIPINE-VALSARTAN-HCTZ,Tablet,10-320-25
AMLODIPINE-VALSARTAN-HCTZ,Tablet,5-160-12.5
AMLODIPINE-VALSARTAN-HCTZ,Tablet,10MG-160MG
AMLODIPINE-VALSARTAN-HCTZ,Tablet,10-160-25
AMLODIPINE-VALSARTAN-HCTZ,Tablet,5-160-25MG
AMMONIUM LACTATE,Lotion,12 %
AMMONIUM LACTATE,Cream (g),12 %
AMNESTEEM,Capsule,40 MG
AMNESTEEM,Capsule,20 MG
AMNESTEEM,Capsule,10 MG
AMONDYS-45,VIAL,100 MG/2ML
AMOXAPINE,Tablet,50 MG
AMOXAPINE,Tablet,100 MG
AMOXAPINE,Tablet,25 MG
AMOXAPINE,Tablet,150 MG
AMOXICILLIN,Capsule,500 MG
AMOXICILLIN,Capsule,250 MG
AMOXICILLIN,Oral Suspension,400 MG/5ML
AMOXICILLIN,Oral Suspension,250 MG/5ML
AMOXICILLIN,Oral Suspension,200 MG/5ML
AMOXICILLIN,Oral Suspension,125 MG/5ML
AMOXICILLIN,Tablet,875 MG
AMOXICILLIN,Tablet,500 MG
AMOXICILLIN,Chewable Tablet,250 MG
AMOXICILLIN,Chewable Tablet,125 MG
AMOXICILLIN-CLAVULANATE POT ER,Tablet ER 12H,1000-62.5
AMOXICILLIN-CLAVULANATE POTASS,Oral Suspension,200-28.5/5
AMOXICILLIN-CLAVULANATE POTASS,Oral Suspension,600-42.9/5
AMOXICILLIN-CLAVULANATE POTASS,Oral Suspension,400-57MG/5
AMOXICILLIN-CLAVULANATE POTASS,Oral Suspension,250-62.5/5
AMOXICILLIN-CLAVULANATE POTASS,Tablet,875-125 MG
AMOXICILLIN-CLAVULANATE POTASS,Tablet,500-125 MG
AMOXICILLIN-CLAVULANATE POTASS,Tablet,250-125 MG
AMOXICILLIN-CLAVULANATE POTASS,Chewable Tablet,400-57MG
AMOXICILLIN-CLAVULANATE POTASS,Chewable Tablet,200-28.5MG
AMPHADASE,VIAL,150 UNIT/1
AMPHETAMINE,SUS BP 24H,1.25 MG/ML
AMPHETAMINE SULFATE,Tablet,10 MG
AMPHETAMINE SULFATE,Tablet,5 MG
AMPHOTERICIN B,VIAL,50 MG
AMPHOTERICIN B LIPOSOME,VIAL,50 MG
AMPICILLIN SODIUM,VIAL PORT,2 G
AMPICILLIN SODIUM,VIAL PORT,1 G
AMPICILLIN SODIUM,VIAL,500 MG
AMPICILLIN SODIUM,VIAL,1 G
AMPICILLIN SODIUM,VIAL,10 G
AMPICILLIN SODIUM,VIAL,125 MG
AMPICILLIN SODIUM,VIAL,2 G
AMPICILLIN SODIUM,VIAL,250 MG
AMPICILLIN TRIHYDRATE,Capsule,500 MG
AMPICILLIN TRIHYDRATE,Capsule,250 MG
AMPICILLIN-SULBACTAM,VIAL,1.5 G
AMPICILLIN-SULBACTAM,VIAL,3 G
AMPICILLIN-SULBACTAM,VIAL,15 G
AMPICILLIN-SULBACTAM,VIAL PORT,1.5 G
AMPICILLIN-SULBACTAM,VIAL PORT,3 G
AMPYRA,Tablet ER 12H,10 MG
AMRIX,Capsule ER 24H,15 MG
AMRIX,Capsule ER 24H,30 MG
AMVISC,Syringe,12 MG/ML
AMVUTTRA,Syringe,25MG/0.5ML
AMZEEQ,Foam,4 %
ANA-LEX,Kit,2 %-2 %
ANACIN,Tablet,400MG-32MG
ANAFRANIL,Capsule,50 MG
ANAFRANIL,Capsule,25 MG
ANAFRANIL,Capsule,75 MG
ANAGRELIDE HCL,Capsule,0.5 MG
ANAGRELIDE HCL,Capsule,1 MG
ANALPRAM HC,Lotion,2.5 %-1 %
ANALPRAM HC,CREAM/APPL,2.5 %-1 %
ANALPRAM HC,CREAM/APPL,1 %-1 %
ANALPRAM HC,CREAM/APPL,2.5-1%(4G)
ANAPROX DS,Tablet,550 MG
ANAPROX DS,Tablet,220 MG
ANAPROX DS,Tablet,275 MG
ANAPROX DS,Capsule,220 MG
ANASPAZ,Subligual Tab,0.125 MG
ANASPAZ,Tablet,0.125 MG
ANASPAZ,TAB RAPDIS,0.125 MG
ANASPAZ,Drops,0.125MG/ML
ANASPAZ,ELIXIR,125MCG/5ML
ANASPAZ,VIAL,0.5 MG/ML
ANASTIA,Lotion,2.75%
ANASTROZOLE,Tablet,1 MG
ANBESOL,Gel,20 %
ANBESOL,Gel,10 %
ANBESOL,Liquid,20 %
ANBESOL,Liquid,10 %
ANBESOL,Ointment,20%-3%-1 %
ANCOBON,Capsule,500 MG
ANCOBON,Capsule,250 MG
ANDEXXA,VIAL,200 MG
ANDRODERM,Patch,2 MG/24 HR
ANDRODERM,Patch,4 MG/24 HR
ANDROGEL,GEL MD PMP,20.25/1.25
ANDROGEL,GEL MD PMP,12.5/1.25G
ANDROGEL,GEL MD PMP,10 MG (2%)
ANDROGEL,Gel,50 MG (1%)
ANDROGEL,SOL MD PMP,30MG/1.5ML
ANDROGEL,GEL PACKET,50 MG (1%)
ANDROGEL,GEL PACKET,25MG(1%)
ANDROGEL,GEL PACKET,2.5G-1.62%
ANDROGEL,GEL PACKET,1.25G-1.62
ANDROGEL,PELLET(EA),100 MG
ANDROGEL,PELLET(EA),200 MG
ANDROGEL,PELLET(EA),50 MG
ANECREAM,Patch,5 %
ANECREAM,Patch,3.5 %
ANECREAM,Patch,4 %
ANECREAM,Ointment,5 %
ANECREAM,Cream (g),4 %
ANECREAM,Cream (g),5 %
ANECREAM,Cream (g),3 %
ANECREAM,Kit,4 %
ANECREAM5,Cream (g),5 %
ANECTINE,VIAL,20 MG/ML
ANECTINE,Syringe,100 MG/5ML
ANECTINE,Syringe,200MG/10ML
ANECTINE,Syringe,140 MG/7ML
ANEFRIN,MIST,0.05 %
ANEFRIN,SPRAY,0.05 %
ANGELIQ,Tablet,0.5 MG-1MG
ANGELIQ,Tablet,0.25-0.5MG
ANGIOMAX,VIAL,250 MG
ANGIOMAX,VIAL,250MG/50ML
ANGIOMAX,VIAL PORT,250 MG
ANJESO,VIAL,30 MG/ML
ANNOVERA,VAG RING,.15-.013MG
ANODYNE LPT,Cream (g),2.5 %-2.5%
ANODYNE LPT,Kit,2.5 %-2.5%
ANORO ELLIPTA,BLST W/DEV,62.5-25MCG
ANTARA,Tablet,160 MG
ANTARA,Tablet,145 MG
ANTARA,Tablet,48 MG
ANTARA,Tablet,54 MG
ANTARA,Tablet,40 MG
ANTARA,Tablet,120 MG
ANTARA,Capsule,134 MG
ANTARA,Capsule,50 MG
ANTARA,Capsule,200 MG
ANTARA,Capsule,150 MG
ANTARA,Capsule,67 MG
ANTARA,Capsule,130 MG
ANTARA,Capsule,43 MG
ANTARA,Capsule,90 MG
ANTARA,Capsule,30 MG
ANTIVENIN LATRODECTUS MACTANS,VIAL,6000 UNIT
ANTIVENIN MICRURUS FULVIUS,VIAL,Not Applicable
ANTIVERT,Tablet,50 MG
ANTIVERT,Chewable Tablet,25 MG
ANUCORT-HC,SUPP.RECT,25 MG
ANUSOL-HC,SUPP.RECT,25 MG
AP-HIST DM,Liquid,4-7.5-15/5
APADAZ,Tablet,6.12-325MG
APADAZ,Tablet,8.16-325MG
APADAZ,Tablet,4.08-325MG
APEXICON E,Cream (g),0.05 %
APHEN,Tablet,500 MG
APHEN,Tablet,325 MG
APHEN,Liquid,160 MG/5ML
APHEN,Liquid,500MG/15ML
APHEN,Solution,160 MG/5ML
APHEN,Solution,650MG/20.3
APHEN,Solution,325/10.15
APHEN,SUPP.RECT,120 MG
APHEN,SUPP.RECT,650 MG
APHEN,Oral Suspension,160 MG/5ML
APHEN,Oral Suspension,325/10.15
APHEN,Oral Suspension,650MG/20.3
APHEN,Capsule,325 MG
APHEN,Capsule,500 MG
APHEN,Chewable Tablet,325 MG
APHEN,Chewable Tablet,160 MG
APHEN,VIAL,1000MG/100
APHEN,ELIXIR,160 MG/5ML
APHEN,TAB RAPDIS,80 MG
APHEN,TAB RAPDIS,160 MG
APHEN,PIGGYBACK,1000MG/100
APHEN,PIGGYBACK,500MG/50ML
APIDRA,VIAL,100/ML
APIDRA SOLOSTAR,INSULN PEN,100/ML
APLENZIN,Tablet ER 24H,348MG
APLENZIN,Tablet ER 24H,522MG
APLENZIN,Tablet ER 24H,174MG
APLISOL,VIAL,5 T/0.1 ML
APOKYN,CARTRIDGE,10 MG/ML
APOMORPHINE HCL,CARTRIDGE,10 MG/ML
APRACLONIDINE HCL,Drops,0.5 %
APREPITANT,Capsule,40 MG
APREPITANT,Capsule,80 MG
APREPITANT,Capsule,125 MG
APREPITANT,CAP DS PK,125MG-80MG
APRETUDE,SUSER VIAL,600 MG/3ML
APRI,Tablet,0.15-0.03
APRISO,Capsule ER 24H,0.375G
APRISO,Capsule ER,500 MG
APRIZIO PAK,Cream (g),2.5 %-2.5%
APRIZIO PAK,Kit,2.5 %-2.5%
APRODINE,Tablet,2.5MG-60MG
APTENSIO XR,TAB ER 24,36 MG
APTENSIO XR,TAB ER 24,54 MG
APTENSIO XR,TAB ER 24,18 MG
APTENSIO XR,TAB ER 24,27 MG
APTENSIO XR,TAB ER 24,72 MG
APTENSIO XR,TAB ER 24,45 MG
APTENSIO XR,TAB ER 24,63 MG
APTENSIO XR,Tablet,20 MG
APTENSIO XR,Tablet,10 MG
APTENSIO XR,CSBP 40-60,20 MG
APTENSIO XR,CSBP 40-60,10 MG
APTENSIO XR,CSBP 40-60,30 MG
APTENSIO XR,CSBP 40-60,15 MG
APTENSIO XR,CSBP 40-60,60 MG
APTENSIO XR,CSBP 40-60,40 MG
APTENSIO XR,CSBP 40-60,50 MG
APTIOM,Tablet,800 MG
APTIOM,Tablet,600 MG
APTIOM,Tablet,400 MG
APTIOM,Tablet,200 MG
APTIVUS,Capsule,250 MG
APTIVUS,Solution,100 MG/ML
AQUA CARE,Lotion,10 %
AQUA CARE,Cream (g),10 %
AQUANAZ,Tablet,400-15-10
AQUANIL HC,Lotion,1 %
AQUAPHOR BABY DIAPER RASH,Cream (g),15 %
AQUAPHOR BABY DIAPER RASH,Ointment,40 %
AQUAPHOR ITCH RELIEF,Cream (g),2.5 %
AQUAPHOR ITCH RELIEF,Cream (g),1 %
AQUAPHOR ITCH RELIEF,Cream (g),0.5 %
AQUAPHOR ITCH RELIEF,Ointment,2.5 %
AQUAPHOR ITCH RELIEF,Ointment,1 %
AQUAPHOR ITCH RELIEF,Ointment,0.5 %
AQUAPHOR ITCH RELIEF,CRM/PE APP,2.5 %
AQUAPHOR ITCH RELIEF,CRM/PE APP,1 %
AQUAPHOR ITCH RELIEF,Tablet,10 MG
AQUAPHOR ITCH RELIEF,Tablet,5 MG
AQUAPHOR ITCH RELIEF,Tablet,20 MG
AQUAPHOR ITCH RELIEF,Lotion,2.5 %
AQUAPHOR ITCH RELIEF,Lotion,1 %
AQUAPHOR ITCH RELIEF,ENEMA,100MG/60ML
ARAKODA,Tablet,100 MG
ARALAST NP,VIAL,1000 MG
ARALAST NP,VIAL,500 MG
ARANELLE,Tablet,7-9-5
ARANESP,VIAL,25 MCG/ML
ARANESP,VIAL,60 MCG/ML
ARANESP,VIAL,40 MCG/ML
ARANESP,VIAL,100 MCG/ML
ARANESP,VIAL,200 MCG/ML
ARANESP,Syringe,40 MCG/0.4
ARANESP,Syringe,10MCG/0.4
ARANESP,Syringe,25MCG/0.42
ARANESP,Syringe,500 MCG/ML
ARANESP,Syringe,100MCG/0.5
ARANESP,Syringe,60 MCG/0.3
ARANESP,Syringe,150MCG/0.3
ARANESP,Syringe,200MCG/0.4
ARANESP,Syringe,300MCG/0.6
ARAVA,Tablet,20 MG
ARAVA,Tablet,10 MG
ARAZLO,Lotion,0.045 %
ARCALYST,VIAL,220 MG
ARESTIN,CARTRIDGE,1 MG
ARFORMOTEROL TARTRATE,VIAL-NEB,15MCG/2ML
ARGATROBAN,VIAL,100 MG/ML
ARGATROBAN-SODIUM CHLORIDE,VIAL,50 MG/50ML
ARICEPT,Tablet,10 MG
ARICEPT,Tablet,5 MG
ARICEPT,Tablet,23 MG
ARIKAYCE,VIAL-NEB,590 MG/8.4
ARIMIDEX,Tablet,1 MG
ARIPIPRAZOLE,Tablet,5 MG
ARIPIPRAZOLE,Tablet,2 MG
ARIPIPRAZOLE,Tablet,10 MG
ARIPIPRAZOLE,Tablet,15 MG
ARIPIPRAZOLE,Tablet,20 MG
ARIPIPRAZOLE,Tablet,30 MG
ARIPIPRAZOLE,Solution,1 MG/ML
ARIPIPRAZOLE ODT,TAB RAPDIS,10 MG
ARIPIPRAZOLE ODT,TAB RAPDIS,15 MG
ARISTADA,SUSER SYR,882 MG/3.2
ARISTADA,SUSER SYR,1064MG/3.9
ARISTADA,SUSER SYR,441 MG/1.6
ARISTADA,SUSER SYR,662 MG/2.4
ARISTADA INITIO,SUSER SYR,675 MG/2.4
ARIXTRA,Syringe,7.5MG/0.6
ARIXTRA,Syringe,2.5 MG/0.5
ARIXTRA,Syringe,10MG/0.8ML
ARIXTRA,Syringe,5MG/0.4ML
ARMODAFINIL,Tablet,250 MG
ARMODAFINIL,Tablet,150 MG
ARMODAFINIL,Tablet,200 MG
ARMODAFINIL,Tablet,50 MG
ARMONAIR DIGIHALER,AER PW BAS,232 MCG
ARMONAIR DIGIHALER,AER PW BAS,113 MCG
ARMONAIR DIGIHALER,AER PW BAS,55 MCG
ARMOUR THYROID,Tablet,60 MG
ARMOUR THYROID,Tablet,30 MG
ARMOUR THYROID,Tablet,90 MG
ARMOUR THYROID,Tablet,15 MG
ARMOUR THYROID,Tablet,120 MG
ARMOUR THYROID,Tablet,180 MG
ARMOUR THYROID,Tablet,240 MG
ARMOUR THYROID,Tablet,300 MG
ARNUITY ELLIPTA,BLST W/DEV,100 MCG
ARNUITY ELLIPTA,BLST W/DEV,200 MCG
ARNUITY ELLIPTA,BLST W/DEV,50 MCG
AROMASIN,Tablet,25 MG
ARRANON,VIAL,250MG/50ML
ARSENIC TRIOXIDE,VIAL,10 MG/10ML
ARSENIC TRIOXIDE,VIAL,12 MG/6 ML
ARTIFICIAL EYE LUBRICANT,Ointment,15 %-83 %
ARTIFICIAL TEARS,Drops,1-0.2-0.2%
ARTIFICIAL TEARS,Drops,0.3%-1%
ARTIFICIAL TEARS,Drops,1 %
ARTIFICIAL TEARS,Drops,0.5%-0.6%
ARTIFICIAL TEARS,Drops,1.4 %
ARTIFICIAL TEARS,Drops,Not Applicable
ARTIFICIAL TEARS,Drops,0.1%-0.3%
ARTIFICIAL TEARS,Ointment,15 %-83 %
ARTIFICIAL TEARS,DROPERETTE,Not Applicable
ARTIFICIAL TEARS,DROPERETTE,0.1%-0.3%
ARZERRA,VIAL,100 MG/5ML
ARZERRA,VIAL,1000 MG/50
ASACOL HD,TABLET DR,1.2 G
ASACOL HD,TABLET DR,800 MG
ASACOL HD,SUPP.RECT,1000 MG
ASACOL HD,ENEMA,4 G/60 ML
ASACOL HD,ENEMA KIT,4 G/60 ML
ASCENIV,VIAL,10 %
ASCOMP WITH CODEINE,Capsule,30-50-325
ASCORBIC ACID,Tablet,500 MG
ASCORBIC ACID,VIAL,500 MG/ML
ASCORBIC ACID,GRANULES,Not Applicable
ASENAPINE MALEATE,Subligual Tab,10 MG
ASENAPINE MALEATE,Subligual Tab,5 MG
ASENAPINE MALEATE,Subligual Tab,2.5 MG
ASHLYNA,TBDSPK 3MO,150-30(84)
ASMANEX,AER POW BA,220MCG(60)
ASMANEX,AER POW BA,220MCG 120
ASMANEX,AER POW BA,220MCG(30)
ASMANEX,AER POW BA,110MCG(30)
ASMANEX,AER POW BA,220MCG(14)
ASMANEX HFA,HFA AER AD,100 MCG
ASMANEX HFA,HFA AER AD,200 MCG
ASMANEX HFA,HFA AER AD,50 MCG
ASPARLAS,VIAL,3750/5 ML
ASPERCREME,Cream (g),10 %
ASPERFLEX,Ointment,4 %
ASPERFLEX,Patch,4 %
ASPERFLEX ADVANCE,Patch,10-6-3.1 %
ASPIR-TRIN,TABLET DR,325 MG
ASPIRIN,Chewable Tablet,81 MG
ASPIRIN,Tablet,325 MG
ASPIRIN,Tablet,500 MG
ASPIRIN,SUPP.RECT,300 MG
ASPIRIN,SUPP.RECT,600 MG
ASPIRIN,POWD PACK,850MG-65MG
ASPIRIN EC,TABLET DR,81 MG
ASPIRIN EC,TABLET DR,325 MG
ASPIRIN EC,TABLET DR,650 MG
ASPIRIN EC,TABLET DR,500 MG
ASPIRIN REGIMEN,TABLET DR,81 MG
ASPIRIN REGIMEN,TABLET DR,325 MG
ASPIRIN REGIMEN,TABLET DR,650 MG
ASPIRIN REGIMEN,TABLET DR,500 MG
ASPIRIN-DIPYRIDAMOLE ER,CPMP 12HR,25MG-200MG
ASPIRIN-OMEPRAZOLE,TAB IR DR,81 MG-40MG
ASPIRIN-OMEPRAZOLE,TAB IR DR,325MG-40MG
ASPRUZYO SPRINKLE,PACK ER GR,500 MG
ASPRUZYO SPRINKLE,PACK ER GR,1000 MG
ASTAGRAF XL,Capsule ER 24H,1 MG
ASTAGRAF XL,Capsule ER 24H,0.5 MG
ASTAGRAF XL,Capsule ER 24H,5 MG
ASTEPRO ALLERGY,SPRAY/PUMP,137 MCG
ASTEPRO ALLERGY,SPRAY/PUMP,205.5 MCG
ASTEPRO ALLERGY,Drops,0.05 %
ASTERO,GEL W/PUMP,4 %
ASTHMANEFRIN REFILL,VIAL-NEB,2.25 %
ATACAND,Tablet,16 MG
ATACAND,Tablet,8 MG
ATACAND,Tablet,32 MG
ATACAND,Tablet,4 MG
ATACAND HCT,Tablet,16-12.5MG
ATACAND HCT,Tablet,32-12.5MG
ATACAND HCT,Tablet,32MG-25MG
ATAZANAVIR SULFATE,Capsule,150 MG
ATAZANAVIR SULFATE,Capsule,200 MG
ATAZANAVIR SULFATE,Capsule,300 MG
ATELVIA,TABLET DR,35 MG
ATENOLOL,Tablet,25 MG
ATENOLOL,Tablet,50 MG
ATENOLOL,Tablet,100 MG
ATENOLOL-CHLORTHALIDONE,Tablet,50 MG-25MG
ATENOLOL-CHLORTHALIDONE,Tablet,100MG-25MG
ATGAM,AMPUL,50 MG/ML
ATHENOL,Tablet,325 MG
ATHLETES FOOT,Cream (g),1 %
ATHLETES FOOT,SPRAY,1 %
ATHLETES FOOT,SPRAY,2 %
ATHLETES FOOT,AERO POWD,1 %
ATHLETES FOOT,Powder,2 %
ATHLETES FOOT SPRAY,AERO POWD,2 %
ATHLETIC FOOT CREAM,Cream (g),1 %
ATOMOXETINE HCL,Capsule,40 MG
ATOMOXETINE HCL,Capsule,25 MG
ATOMOXETINE HCL,Capsule,80 MG
ATOMOXETINE HCL,Capsule,60 MG
ATOMOXETINE HCL,Capsule,100 MG
ATOMOXETINE HCL,Capsule,18 MG
