name,form
HYDROCREAM,CRM/PE APP
HYDROCREAM,Tablet
HYDROCREAM,Lotion
HYDROCREAM,ENEMA
HYDROGEN PEROXIDE,Solution
HYDROGEN PEROXIDE,SPRAY
HYDROMET,SYRUP
HYDROMORPHONE ER,Tablet ER 24H
HYDROMORPHONE HCL,Tablet
HYDROMORPHONE HCL,Liquid
HYDROMORPHONE HCL,SUPP.RECT
HYDROMORPHONE HCL,VIAL
HYDROMORPHONE HCL,Syringe
HYDROMORPHONE HCL,CARTRIDGE
HYDROMORPHONE HCL,AMPUL
HYDROMORPHONE HCL-NACL,PCA SYRING
HYDROQUINONE,Cream (g)
HYDROXOCOBALAMIN,VIAL
HYDROXYCHLOROQUINE SULFATE,Tablet
HYDROXYPROGESTERONE CAPROATE,VIAL
HYDROXYUREA,Capsule
HYDROXYZINE HCL,Tablet
HYDROXYZINE HCL,Solution
HYDROXYZINE HCL,VIAL
HYDROXYZINE PAMOATE,Capsule
HYFTOR,Gel
HYOPHEN,Tablet
HYOSCYAMINE SULFATE,Subligual Tab
HYOSCYAMINE SULFATE,Tablet
HYOSCYAMINE SULFATE,TAB RAPDIS
HYOSCYAMINE SULFATE,Drops
HYOSCYAMINE SULFATE,ELIXIR
HYOSCYAMINE SULFATE,VIAL
HYOSCYAMINE SULFATE ER,Tablet ER 12H
HYOSCYAMINE SULFATE SR,Tablet ER 12H
HYOSYNE,ELIXIR
HYOSYNE,Drops
HYPER-SAL,VIAL-NEB
HYPERHEP B,Syringe
HYPERHEP B,VIAL
HYPERRAB,VIAL
HYPERRAB S-D,VIAL
HYPERRHO S-D,Syringe
HYPERTET,Syringe
HYQVIA,VIAL
HYSEPT,Solution
HYSINGLA ER,Capsule ER 12H
HYSINGLA ER,Tablet ER 24H
HYZAAR,Tablet
I-PRIN,Tablet
IBANDRONATE SODIUM,Tablet
IBANDRONATE SODIUM,VIAL
IBANDRONATE SODIUM,Syringe
IBRANCE,Capsule
IBRANCE,Tablet
IBSRELA,Tablet
IBU,Tablet
IBU-200,Tablet
IBUPAK,Kit
IBUPROFEN,Tablet
IBUPROFEN,Oral Suspension
IBUPROFEN,Chewable Tablet
IBUPROFEN,Capsule
IBUPROFEN COLD-SINUS,Tablet
IBUPROFEN IB,Chewable Tablet
IBUPROFEN IB,Tablet
IBUPROFEN LYSINE,VIAL
IBUPROFEN PM,Tablet
IBUPROFEN PM,Capsule
IBUPROFEN-FAMOTIDINE,Tablet
IBUTILIDE FUMARATE,VIAL
ICATIBANT,Syringe
ICLEVIA,TBDSPK 3MO
ICLUSIG,Tablet
ICOSAPENT ETHYL,Capsule
ICY HOT,Patch
ICY HOT,Cream (g)
ICY HOT,STICK (G)
ICY HOT,Ointment
ICY HOT,Bandage
ICY HOT,Gel
ICY HOT,SPRAY
ICY HOT,FOAM (ML)
IDAMYCIN PFS,VIAL
IDARUBICIN HCL,VIAL
IDHIFA,Tablet
IFEREX 150,Capsule
IFEX,VIAL
IFOSFAMIDE,VIAL
IGALMI,FILM
ILARIS,VIAL
ILEVRO,Eye Dropper
ILUMYA,Syringe
ILUVIEN,IMPLANT
IMATINIB MESYLATE,Tablet
IMBRUVICA,Tablet
IMBRUVICA,Capsule
IMBRUVICA,Oral Suspension
IMCIVREE,VIAL
IMDEVIMAB (REGN10987) (EUA),VIAL
IMFINZI,VIAL
IMIPENEM-CILASTATIN SODIUM,VIAL
IMIPRAMINE HCL,Tablet
IMIPRAMINE PAMOATE,Capsule
IMIQUIMOD,CREAM PACK
IMIQUIMOD,CRM MD PMP
IMITREX,Tablet
IMITREX,PEN INJCTR
IMITREX,VIAL
IMITREX,CARTRIDGE
IMITREX,Syringe
IMJUDO,VIAL
IMLYGIC,VIAL
IMODIUM A-D,Capsule
IMODIUM A-D,Tablet
IMODIUM A-D,Liquid
IMODIUM MULTI-SYMPTOM RELIEF,Tablet
IMOGAM RABIES-HT,VIAL
IMOVAX RABIES VACCINE,VIAL
IMPAVIDO,Capsule
IMPEKLO,LOT MD PMP
IMPOYZ,Cream (g)
IMURAN,Tablet
IMVEXXY,INSERT
IMVEXXY,INSR DS PK
INBRIJA,CAP W/DEV
INCASSIA,Tablet
INCRELEX,VIAL
INCRUSE ELLIPTA,BLST W/DEV
INDAPAMIDE,Tablet
INDERAL LA,CAP SA 24H
INDERAL XL,Capsule ER 24H
INDOCIN,SUPP.RECT
INDOCIN,Oral Suspension
INDOMETHACIN,Capsule
INDOMETHACIN,SUPP.RECT
INDOMETHACIN,VIAL
INDOMETHACIN ER,Capsule ER
INFANRIX DTAP,VIAL
INFANRIX DTAP,Syringe
INFASURF,VIAL
INFED,VIAL
INFLAMMA-K,KIT PAT-DP
INFLECTRA,VIAL
INFLIXIMAB,VIAL
INFUGEM,PIGGYBACK
INFUMORPH,AMPUL
INGREZZA,Capsule
INGREZZA INITIATION PACK,CAP DS PK
INJECTAFER,VIAL
INLYTA,Tablet
INNOPRAN XL,Capsule ER 24H
INOVA,COMBO. PKG
INQOVI,Tablet
INREBIC,Capsule
INSPRA,Tablet
INSTA-CHAR,Oral Suspension
INSTA-GLUCOSE,Gel
INSULIN ASPART,VIAL
INSULIN ASPART FLEXPEN,INSULN PEN
INSULIN ASPART PENFILL,CARTRIDGE
INSULIN ASPART PROT MIX 70-30,INSULN PEN
INSULIN ASPART PROT MIX 70-30,VIAL
INSULIN DEGLUDEC,VIAL
INSULIN DEGLUDEC PEN (U-100),INSULN PEN
INSULIN DEGLUDEC PEN (U-200),INSULN PEN
INSULIN GLARGINE,VIAL
INSULIN GLARGINE SOLOSTAR,INSULN PEN
INSULIN GLARGINE-YFGN,INSULN PEN
INSULIN GLARGINE-YFGN,VIAL
INSULIN LISPRO,VIAL
INSULIN LISPRO JUNIOR KWIKPEN,INS PEN HF
INSULIN LISPRO KWIKPEN U-100,INSULN PEN
INSULIN LISPRO PROTAMINE MIX,INSULN PEN
INTELENCE,Tablet
INTENSE TOOTHACHE PAIN RELIEF,Gel
INTRALIPID,EMULSION
INTRAROSA,INSERT
INTUNIV,Tablet ER 24H
INVANZ,VIAL
INVEGA,TAB ER 24
INVEGA HAFYERA,Syringe
INVEGA SUSTENNA,Syringe
INVEGA TRINZA,Syringe
INVELTYS,Eye Dropper
INVIRASE,Tablet
INVOKAMET,Tablet
INVOKAMET XR,TAB BP 24H
INVOKANA,Tablet
INZO ANTIFUNGAL,Cream (g)
IODIXANOL,INFUS. BTL
IONIL T,Shampoo
IOPIDINE,DROPERETTE
IPOL,VIAL
IPRATROPIUM BROMIDE,0.06% spray
IPRATROPIUM BROMIDE,Solution
IPRATROPIUM BROMIDE,0.03% spray
IPRATROPIUM-ALBUTEROL,AMPUL-NEB
IRBESARTAN,Tablet
IRBESARTAN-HYDROCHLOROTHIAZIDE,Tablet
IRESSA,Tablet
IRINOTECAN HCL,VIAL
IRON,Tablet
ISENTRESS,Tablet
ISENTRESS,Chewable Tablet
ISENTRESS,POWD PACK
ISENTRESS HD,Tablet
ISIBLOOM,Tablet
ISONIAZID,Tablet
ISONIAZID,Solution
ISONIAZID,VIAL
ISOPROTERENOL HCL,AMPUL
ISOPROTERENOL HCL,VIAL
ISOPTO ATROPINE,Drops
ISOPTO ATROPINE,DRPS EMULS
ISOPTO ATROPINE,Ointment
ISOPTO ATROPINE,Syringe
ISOPTO ATROPINE,VIAL
ISOPTO CARPINE,Tablet
ISOPTO CARPINE,Drops
ISOPTO TEARS,Drops
ISORDIL,Tablet
ISORDIL TITRADOSE,Tablet
ISOSORBIDE DINIT-HYDRALAZINE,Tablet
ISOSORBIDE DINITRATE,Tablet
ISOSORBIDE MONONITRATE,Tablet
ISOSORBIDE MONONITRATE ER,Tablet ER 24H
ISOTRETINOIN,Capsule
ISOXSUPRINE HCL,Tablet
ISRADIPINE,Capsule
ISTALOL,Drops
ISTALOL,SOL-GEL
ISTALOL,DROP DAILY
ISTALOL,DROPERETTE
ISTALOL,Tablet
ISTODAX,VIAL
ISTURISA,Tablet
ISUPREL,AMPUL
ISUPREL,VIAL
ITRACONAZOLE,Capsule
ITRACONAZOLE,Solution
IVERMECTIN,Tablet
IVERMECTIN,Cream (g)
IVERMECTIN,Lotion
IXEMPRA,VIAL
IXIARO,Syringe
IXINITY,VIAL
JADENU,Tablet
JADENU,TAB DISPER
JADENU,GRAN PACK
JADENU SPRINKLE,Tablet
JADENU SPRINKLE,TAB DISPER
JADENU SPRINKLE,GRAN PACK
JAIMIESS,TBDSPK 3MO
JAKAFI,Tablet
JALYN,CPMP 24HR
JANTOVEN,Tablet
JANUMET,Tablet
JANUMET XR,TBMP 24HR
JANUVIA,Tablet
JARDIANCE,Tablet
JASMIEL,Tablet
JATENZO,Capsule
JAVYGTOR,TABLET SOL
JAVYGTOR,POWD PACK
JELMYTO,Kit
JEMPERLI,VIAL
JENCYCLA,Tablet
JENTADUETO,Tablet
JENTADUETO XR,TAB BP 24H
JEVTANA,VIAL
JINTELI,Tablet
JOLESSA,TBDSPK 3MO
JORNAY PM,CPDR ER SP
JUBLIA,SOL W/APPL
JULEBER,Tablet
JULUCA,Tablet
JUNEL,Tablet
JUNEL FE,Tablet
JUNEL FE 24,Tablet
JUXTAPID,Capsule
JYNARQUE,TABLET SEQ
JYNARQUE,Tablet
K-PEC,Oral Suspension
K-PHOS NEUTRAL,Tablet
K-PHOS ORIGINAL,TABLET SOL
K-TAB ER,Tablet
K-TAB ER,TAB ER PRT
K-TAB ER,Capsule ER
K-TAB ER,PACKET
K-TAB ER,Liquid
K-TAB ER,PIGGYBACK
K-TAB ER,VIAL
K-TAB ER,AMPUL
K-TAB ER,IV SOLN
KADCYLA,VIAL
KAITLIB FE,Chewable Tablet
KALBITOR,VIAL
KALETRA,Tablet
KALETRA,Solution
KALLIGA,Tablet
KALYDECO,Tablet
KALYDECO,GRAN PACK
KANJINTI,VIAL
KANUMA,VIAL
KAOPECTATE,Oral Suspension
KAOPECTATE,Tablet
KAOPECTATE,Capsule
KAPSPARGO SPRINKLE,CAP SPR 24
KAPVAY,Tablet ER 12H
KAPVAY,Tablet ER 24H
KARIVA,Tablet
KATERZIA,Oral Suspension
KAZANO,Tablet
KCENTRA,VIAL
KEDRAB,VIAL
KELNOR 1-35,Tablet
KELNOR 1-50,Tablet
KENALOG,Cream (g)
KENALOG,Ointment
KENALOG,SPRAY
KENALOG,PASTE (G)
KENALOG,Lotion
KENALOG,VIAL
KENALOG,AEROSOL
KENALOG-10,VIAL
KENALOG-40,Cream (g)
KENALOG-40,Ointment
KENALOG-40,SPRAY
KENALOG-40,PASTE (G)
KENALOG-40,Lotion
KENALOG-40,VIAL
KENALOG-40,AEROSOL
KENALOG-80,VIAL
KENGREAL,VIAL
KEPIVANCE,VIAL
KEPPRA,Tablet
KEPPRA,Solution
KEPPRA,VIAL
KEPPRA XR,Tablet ER 24H
KERALAC,Cream (g)
KERALAC,Lotion
KERALAC,GEL (ML)
KERALAC,SOL/PF APP
KERALAC,Foam
KERALYT,Shampoo
KERALYT,Liquid
KERALYT,LIQ-FILM
KERALYT,Ointment
KERALYT,Gel
KERALYT,Lotion
KERALYT,Cream (g)
KERALYT,Foam
KERALYT,Cream
KERALYT,KIT CLCMER
KERALYT,LOTION ER
KERALYT SCALP,Shampoo
KERALYT SCALP,Liquid
KERALYT SCALP,LIQ-FILM
KERALYT SCALP,Ointment
KERALYT SCALP,Gel
KERALYT SCALP,Lotion
KERALYT SCALP,Cream (g)
KERALYT SCALP,Foam
KERALYT SCALP,Cream
KERALYT SCALP,KIT CLCMER
KERALYT SCALP,LOTION ER
KERENDIA,Tablet
KERYDIN,SOL W/APPL
KESIMPTA PEN,PEN INJCTR
KETALAR,VIAL
KETALAR,TROCHE
KETALAR,Syringe
KETAMINE HCL,VIAL
KETAMINE HCL,TROCHE
KETAMINE HCL,Syringe
KETAMINE HCL-NACL,Syringe
KETAMINE HCL-WATER,VIAL
KETAMINE HCL-WATER,Syringe
KETOCONAZOLE,Shampoo
KETOCONAZOLE,Cream (g)
KETOCONAZOLE,Tablet
KETOCONAZOLE,Foam
KETODAN,Foam
KETODAN,COMBO. PKG
KETOPROFEN,Capsule
KETOPROFEN,CAP24H PEL
KETOROLAC TROMETHAMINE,Tablet
KETOROLAC TROMETHAMINE,Drops
KETOROLAC TROMETHAMINE,VIAL
KETOROLAC TROMETHAMINE,CARTRIDGE
KETOROLAC TROMETHAMINE,SPRAY
KETOROLAC TROMETHAMINE,Syringe
KETOTIFEN FUMARATE,Drops
KEVEYIS,Tablet
KEVZARA,PEN INJCTR
KEVZARA,Syringe
KEYTRUDA,VIAL
KHAPZORY,VIAL
KIMMTRAK,VIAL
KIMYRSA,VIAL
KINERET,Syringe
KINRIX,VIAL
KINRIX,Syringe
KISQALI,Tablet
KISQALI FEMARA CO-PACK,Tablet
KITABIS PAK,Drops
KITABIS PAK,AMPUL-NEB
KLARON,Drops
KLARON,SUSPENSION
KLARON,Ointment
KLISYRI,OINT PACK
KLONOPIN,Tablet
KLONOPIN,TAB RAPDIS
KLOR-CON,PACKET
KLOR-CON 10,Tablet
KLOR-CON 10,TAB ER PRT
KLOR-CON 10,Capsule ER
KLOR-CON 10,PACKET
KLOR-CON 10,Liquid
KLOR-CON 10,PIGGYBACK
KLOR-CON 10,VIAL
KLOR-CON 10,AMPUL
KLOR-CON 10,IV SOLN
KLOR-CON 8,Tablet
KLOR-CON 8,TAB ER PRT
KLOR-CON 8,Capsule ER
KLOR-CON 8,PACKET
KLOR-CON 8,Liquid
KLOR-CON 8,PIGGYBACK
KLOR-CON 8,VIAL
KLOR-CON 8,AMPUL
KLOR-CON 8,IV SOLN
KLOR-CON M10,TAB ER PRT
KLOR-CON M15,Tablet
KLOR-CON M15,TAB ER PRT
KLOR-CON M15,Capsule ER
KLOR-CON M15,PACKET
KLOR-CON M15,Liquid
KLOR-CON M15,PIGGYBACK
KLOR-CON M15,VIAL
KLOR-CON M15,AMPUL
KLOR-CON M15,IV SOLN
KLOR-CON M20,TAB ER PRT
KLOR-CON-EF,TABLET EFF
KLOXXADO,SPRAY
KOATE,VIAL
KOGENATE FS,VIAL
KOMBIGLYZE XR,TBMP 24HR
KONDREMUL,EMULSION
KONSYL,Powder
KONSYL,POWD PACK
KONSYL DAILY FIBER,Powder
KONSYL DAILY FIBER,POWD PACK
KONSYL FORMULA-D,Powder
KORLYM,Tablet
KORSUVA,VIAL
KOSELUGO,Capsule
KOSHER PRENATAL PLUS IRON,Tablet
KOVALTRY,VIAL
KRAZATI,Tablet
KRINTAFEL,Tablet
KRISTALOSE,PACKET
KRYSTEXXA,VIAL
KURVELO,Tablet
KUVAN,POWD PACK
KUVAN,TABLET SOL
KYLEENA,IUD
KYMRIAH,PLAST. BAG
KYNMOBI,FILM
KYPROLIS,VIAL
KYZATREX,Capsule
L-METHYLFOLATE,Tablet
L-METHYLFOLATE CALCIUM,Tablet
L-METHYLFOLATE FORTE,Capsule
LABETALOL HCL,Tablet
LABETALOL HCL,VIAL
LABETALOL HCL,Syringe
LABETALOL HCL,CARTRIDGE
LABETALOL HCL-DEXTROSE,PLAST. BAG
LABETALOL HCL-NACL,PLAST. BAG
LAC-HYDRIN FIVE,Lotion
LACOSAMIDE,Tablet
LACOSAMIDE,Solution
LACOSAMIDE,VIAL
LACRISERT,INSERT
LACTASE,Tablet
LACTULOSE,Solution
LACTULOSE,PACKET
LAGEVRIO (EUA),Capsule
LAMICTAL,Tablet
LAMICTAL,TB CHW DSP
LAMICTAL ODT,TAB RAPDIS
LAMICTAL XR,TAB ER 24
LAMISIL,SPRAY
LAMIVUDINE,Tablet
LAMIVUDINE,Solution
LAMIVUDINE HBV,Tablet
LAMIVUDINE-ZIDOVUDINE,Tablet
LAMOTRIGINE,Tablet
LAMOTRIGINE,TB CHW DSP
LAMOTRIGINE ER,TAB ER 24
LAMOTRIGINE ODT,TAB RAPDIS
LAMPIT,Tablet
LANOXIN,Tablet
LANOXIN,Solution
LANOXIN,AMPUL
LANOXIN,Syringe
LANREOTIDE ACETATE,Syringe
LANSOPRAZOL-AMOXICIL-CLARITHRO,COMBO. PKG
LANSOPRAZOLE,CAPSULE DR
LANSOPRAZOLE,TAB RAP DR
LANTHANUM CARBONATE,Chewable Tablet
LANTUS,VIAL
LANTUS SOLOSTAR,INSULN PEN
LAPATINIB,Tablet
LARIN,Tablet
LARIN 24 FE,Tablet
LARIN FE,Tablet
LASIX,Tablet
LASIX,Solution
LASIX,VIAL
LASIX,Syringe
LASTACAFT,Drops
LASTACAFT ONCE DAILY RELIEF,Drops
LATANOPROST,Drops
LATISSE,DROP W/APP
LATISSE,Drops
LATUDA,Tablet
LAXA BASIC 100,Capsule
LAXACIN,Tablet
LAYOLIS FE,Chewable Tablet
LAZANDA,SPRAY/PUMP
LDO PLUS,GEL W/PUMP
LEDIPASVIR-SOFOSBUVIR,Tablet
LEENA,Tablet
LEFLUNOMIDE,Tablet
LEMTRADA,VIAL
LENALIDOMIDE,Capsule
LENVIMA,Capsule
LEQVIO,Syringe
LESCOL XL,Tablet ER 24H
LESSINA,Tablet
LETAIRIS,Tablet
LETROZOLE,Tablet
LEUCOVORIN CALCIUM,Tablet
LEUCOVORIN CALCIUM,VIAL
LEUKERAN,Tablet
LEUKINE,VIAL
LEUPROLIDE ACETATE,Kit
LEUPROLIDE DEPOT,VIAL
LEVALBUTEROL CONCENTRATE,VIAL-NEB
LEVALBUTEROL HCL,VIAL-NEB
LEVALBUTEROL TARTRATE HFA,HFA AER AD
LEVAMLODIPINE MALEATE,Tablet
LEVBID,Tablet ER 12H
LEVEMIR,VIAL
LEVEMIR FLEXPEN,INSULN PEN
LEVEMIR FLEXTOUCH,INSULN PEN
LEVETIRACETAM,Tablet
LEVETIRACETAM,Solution
LEVETIRACETAM,VIAL
LEVETIRACETAM ER,Tablet ER 24H
LEVETIRACETAM-NACL,PIGGYBACK
LEVO-T,Tablet
LEVOBUNOLOL HCL,Drops
LEVOCARNITINE,Tablet
LEVOCARNITINE,Solution
LEVOCARNITINE SF,Solution
LEVOCETIRIZINE DIHYDROCHLORIDE,Tablet
LEVOCETIRIZINE DIHYDROCHLORIDE,Solution
LEVOFLOXACIN,Tablet
LEVOFLOXACIN,Solution
LEVOFLOXACIN,Drops
LEVOFLOXACIN,VIAL
LEVOFLOXACIN-D5W,PIGGYBACK
LEVOLEUCOVORIN CALCIUM,VIAL
LEVONEST,Tablet
LEVONORG-ETH ESTRAD ETH ESTRAD,TBDSPK 3MO
LEVONORGESTREL,Tablet
LEVONORGESTREL-ETH ESTRADIOL,Tablet
LEVONORGESTREL-ETH ESTRADIOL,TBDSPK 3MO
LEVOPHED,AMPUL
LEVOPHED,VIAL
LEVORA-28,Tablet
LEVORPHANOL TARTRATE,Tablet
LEVOTHYROXINE,Capsule
LEVOTHYROXINE SODIUM,Tablet
LEVOTHYROXINE SODIUM,VIAL
LEVOXYL,Tablet
LEVSIN,Subligual Tab
LEVSIN,Tablet
LEVSIN,TAB RAPDIS
LEVSIN,Drops
LEVSIN,ELIXIR
LEVSIN,VIAL
LEVSIN-SL,Subligual Tab
LEVSIN-SL,Tablet
LEVSIN-SL,TAB RAPDIS
LEVSIN-SL,Drops
LEVSIN-SL,ELIXIR
LEVSIN-SL,VIAL
LEVULAN,SOL W/APPL
LEXAPRO,Tablet
LEXAPRO,Solution
LEXETTE,Ointment
LEXETTE,Cream (g)
LEXETTE,Foam
LEXISCAN,Syringe
LEXIVA,Tablet
LIALDA,TABLET DR
LIALDA,SUPP.RECT
LIALDA,ENEMA
LIALDA,ENEMA KIT
LIBRAX,Capsule
LIDOCAINE,Patch
LIDOCAINE,Ointment
LIDOCAINE,Cream (g)
LIDOCAINE,Kit
LIDOCAINE HCL,JELLY(ML)
LIDOCAINE HCL,Cream (g)
LIDOCAINE HCL,JEL/PF APP
LIDOCAINE HCL,Solution
LIDOCAINE HCL,VIAL
LIDOCAINE HCL,AMPUL
LIDOCAINE HCL,Syringe
LIDOCAINE HCL,PEN INJCTR
LIDOCAINE HCL VISCOUS,Solution
LIDOCAINE HCL-EPINEPHRINE,VIAL
LIDOCAINE HCL-EPINEPHRINE,AMPUL
LIDOCAINE-EPINEPHRINE,CARTRIDGE
LIDOCAINE-HYDROCORTISONE,Cream (g)
LIDOCAINE-HYDROCORTISONE,CREAM/APPL
LIDOCAINE-HYDROCORTISONE,GEL W/APPL
LIDOCAINE-HYDROCORTISONE,Kit
LIDOCAINE-PRILOCAINE,Cream (g)
LIDOCAINE-PRILOCAINE,Kit
LIDOCAINE-TETRACAINE,Cream (g)
LIDOCARE,Patch
LIDOCARE,SPRAY
LIDOCORT,Cream (g)
LIDOCORT,CREAM/APPL
LIDOCORT,GEL W/APPL
LIDOCORT,Kit
LIDODERM,Patch
LIDODERM,Ointment
LIDODERM,Cream (g)
LIDODERM,Kit
LIDOFORE,Patch
LIDOFORE,SPRAY
LIDOHEAL-90,Patch
LIDOHEAL-90,Ointment
LIDOHEAL-90,Cream (g)
LIDOHEAL-90,Kit
LILETTA,IUD
LINCOCIN,VIAL
LINCOMYCIN HCL,VIAL
LINDANE,Shampoo
LINEZOLID,Tablet
LINEZOLID,Oral Suspension
LINZESS,Capsule
LIOTHYRONINE SODIUM,Tablet
LIOTHYRONINE SODIUM,VIAL
LIPIODOL,VIAL
LIPITOR,Tablet
LIPOFEN,Tablet
LIPOFEN,Capsule
LISINOPRIL,Tablet
LISINOPRIL-HYDROCHLOROTHIAZIDE,Tablet
LITHIUM CARBONATE,Capsule
LITHIUM CARBONATE,Tablet
LITHIUM CARBONATE ER,Tablet
LITHOBID,Tablet
LITHOSTAT,Tablet
LIVALO,Tablet
LIVIXIL PAK,Cream (g)
LIVIXIL PAK,Kit
LIVMARLI,Solution
LIVTENCITY,Tablet
LO LOESTRIN FE,Tablet
LOCOID,Cream (g)
LOCOID,Lotion
LOCOID,Ointment
LOCOID,Solution
LOCOID LIPOCREAM,Cream (g)
LOCOID LIPOCREAM,Lotion
LOCOID LIPOCREAM,Ointment
LOCOID LIPOCREAM,Solution
LODINE,Tablet
LODOSYN,Tablet
LODRANE D,Capsule
LOESTRIN,Tablet
LOESTRIN FE,Tablet
LOFENA,Tablet
LOHIST-DM,Liquid
LOJAIMIESS,TBDSPK 3MO
LOKELMA,POWD PACK
LOMAIRA,Tablet
LOMOTIL,Tablet
LOPERAMIDE,Capsule
LOPERAMIDE,Tablet
LOPERAMIDE,Liquid
LOPERAMIDE HCL,Liquid
LOPERAMIDE-SIMETHICONE,Tablet
LOPID,Tablet
LOPINAVIR-RITONAVIR,Tablet
LOPINAVIR-RITONAVIR,Solution
LOPRESSOR,AMPUL
LOPRESSOR,Tablet
LOPROX,Solution
LOPROX,Shampoo
LOPROX,Cream (g)
LOPROX,Gel
LOPROX,SUSPENSION
LORATADINE,Tablet
LORATADINE,TAB RAPDIS
LORATADINE,Solution
LORATADINE-D,Tablet ER 24H
LORATADINE-D,Tablet ER 12H
LORAZEPAM,Tablet
LORAZEPAM,ORAL CONC
LORAZEPAM,VIAL
LORAZEPAM,Syringe
LORAZEPAM,CARTRIDGE
LORAZEPAM INTENSOL,Tablet
LORAZEPAM INTENSOL,ORAL CONC
LORAZEPAM INTENSOL,VIAL
LORAZEPAM INTENSOL,Syringe
LORAZEPAM INTENSOL,CARTRIDGE
LORBRENA,Tablet
LOREEV XR,Capsule ER 24H
LORTAB,Solution
LORYNA,Tablet
LORZONE,Tablet
LOSARTAN POTASSIUM,Tablet
LOSARTAN-HYDROCHLOROTHIAZIDE,Tablet
LOSEASONIQUE,TBDSPK 3MO
LOTEMAX,Ointment
LOTEMAX,Eye Dropper
LOTEMAX,DROPS GEL
LOTEMAX SM,DROPS GEL
LOTENSIN,Tablet
LOTENSIN HCT,Tablet
LOTEPREDNOL ETABONATE,Eye Dropper
LOTEPREDNOL ETABONATE,DROPS GEL
LOTREL,Capsule
LOTRIMIN AF,AERO POWD
LOTRIMIN AF,Powder
LOTRIMIN AF,SPRAY
LOTRIMIN AF,Cream (g)
LOTRIMIN ULTRA,Cream (g)
LOTRONEX,Tablet
LOVASTATIN,Tablet
LOVAZA,Capsule
LOVENOX,Syringe
LOVENOX,VIAL
LOW DOSE ASPIRIN EC,TABLET DR
LOW-OGESTREL,Tablet
LOXAPINE,Capsule
LUBIPROSTONE,Capsule
LUCEMYRA,Tablet
LUCENTIS,VIAL
LUCENTIS,Syringe
LUDENT FLUORIDE,Chewable Tablet
LUGOLS,Solution
LULICONAZOLE,Cream (g)
LUMAKRAS,Tablet
LUMASON,VIAL
LUMIFY,Drops
LUMIGAN,Drops
LUMIZYME,VIAL
LUMOXITI,VIAL
LUNESTA,Tablet
LUPKYNIS,Capsule
LUPRON DEPOT,SYRINGEKIT
LUPRON DEPOT-PED,SYRINGEKIT
LUPRON DEPOT-PED,Kit
LUTATHERA,VIAL
LUTERA,Tablet
LUXIQ,Ointment
LUXIQ,Cream (g)
LUXIQ,Foam
LUXIQ,Lotion
LUXTURNA,VIAL
LUZU,Cream (g)
LYBALVI,Tablet
LYLEQ,Tablet
LYLLANA,PATCH TDSW
LYMEPAK,Capsule
LYMEPAK,Tablet
LYMEPAK,TABLET DR
LYMEPAK,VIAL
LYNPARZA,Tablet
LYRICA,Capsule
LYRICA,Solution
LYRICA CR,Tablet ER 24H
LYSODREN,Tablet
LYSTEDA,Tablet
LYSTEDA,VIAL
LYSTEDA,AMPUL
LYTGOBI,Tablet
LYUMJEV,VIAL
LYUMJEV KWIKPEN U-100,INSULN PEN
LYUMJEV KWIKPEN U-200,INSULN PEN
LYUMJEV TEMPO PEN U-100,INSULN PEN
LYVISPAH,GRAN PACK
LYZA,Tablet
M-CLEAR WC,Liquid
M-DRYL,Liquid
M-M-R II VACCINE,VIAL
M-NATAL PLUS,Tablet
M-PAP,Liquid
MAALOX ADVANCED,Oral Suspension
MAALOX ADVANCED,Chewable Tablet
MAALOX MAXIMUM STRENGTH,Oral Suspension
MACRILEN,SOLN RECON
MACROBID,Capsule
MACRODANTIN,Capsule
MACRODANTIN,Oral Suspension
MAG-AL,Oral Suspension
MAG-AL PLUS,Oral Suspension
MAG-AL PLUS XS,Oral Suspension
MAG-G,Tablet
MAG-OXIDE,Tablet
MAG-OXIDE MAGNESIUM,Tablet
MAGIC BULLET,TABLET DR
MAGIC BULLET,SUPP.RECT
MAGIC BULLET,ENEMA
MAGNESIUM,Capsule
MAGNESIUM,Tablet
MAGNESIUM,Chewable Tablet
MAGNESIUM CITRATE,Solution
MAGNESIUM GLUCONATE,Tablet
MAGNESIUM OXIDE,Tablet
MAGNESIUM OXIDE,Capsule
MAGNESIUM SULFATE,Capsule
MAGNESIUM SULFATE,VIAL
MAGNESIUM SULFATE,Syringe
MAGNESIUM SULFATE,PIGGYBACK
MAGNESIUM SULFATE,IV SOLN
MAGNESIUM SULFATE-D5W,PIGGYBACK
MAGNEVIST,VIAL
MAGNEVIST,Syringe
MAGONATE,Liquid
MAGOX 400,Tablet
MAGOX 400,Capsule
MAKENA,AUTO INJCT
MAKENA,VIAL
MALARONE,Tablet
MALATHION,Lotion
MANNITOL,IV SOLN
MANNITOL,VIAL
MAPAP,Capsule
MAPAP,Liquid
MAPAP,Tablet
MAPAP,Syringe
MAPAP ARTHRITIS PAIN,Tablet
MAPAP COLD FORMULA,Tablet
MAR-COF CG,Liquid
MARAVIROC,Tablet
MARCAINE,VIAL
MARCAINE SPINAL,AMPUL
MARCAINE-EPINEPHRINE,VIAL
MARGENZA,VIAL
MARINOL,Capsule
MARLISSA,Tablet
MARPLAN,Tablet
MARQIBO,Kit
MAS CARE-PAK,Kit
MASOPHEN,Tablet
MATULANE,Capsule
MATZIM LA,Tablet ER 24H
MAVENCLAD,Tablet
MAVYRET,Tablet
